time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-02 00:00:00+00:00,30.0,11.0,,
2025-08-03 00:00:00+00:00,29.0,11.0,,
2025-08-04 00:00:00+00:00,33.0,12.0,3.0,2.0
2025-08-05 00:00:00+00:00,29.0,10.0,1.0,1.0
2025-08-06 00:00:00+00:00,30.0,11.0,,
2025-08-07 00:00:00+00:00,34.0,12.0,3.0,1.0
2025-08-08 00:00:00+00:00,29.0,11.0,,
2025-08-09 00:00:00+00:00,31.0,11.0,7.0,2.0
2025-08-10 00:00:00+00:00,31.0,9.0,5.0,2.0
2025-08-11 00:00:00+00:00,41.0,15.0,2.0,1.0
2025-08-12 00:00:00+00:00,46.0,14.0,,
2025-08-13 00:00:00+00:00,35.0,11.0,10.0,1.0
2025-08-14 00:00:00+00:00,9.0,5.0,5.0,3.0
2025-08-15 00:00:00+00:00,,,2.0,2.0
